city,lat,long,make,mileage,model,price,province,sepc,year
Markham,43.854336,-79.326782,MINI,21190,MINI Cooper,15985,Ontario,MINI Cooper Hardtop Mini Cooper Hardtop Finance Available,2016
Montréal,45.4972159,-73.6103642,MINI,51000,MINI Cooper,15987,Québec,MINI Cooper Hardtop 3 DOOR ,2016
Dollard-Des Ormeaux,45.48423,-73.8064547,MINI,57365,MINI Cooper,17977,Québec,MINI Cooper S  ,2016
Laval,45.60558895,-73.7344173056906,MINI,33276,MINI Cooper,15999,Québec,MINI Cooper CUIR TOIT PANO MAGS BLUETOOTH,2016
Markham,43.854336,-79.326782,MINI,51851,MINI 3,16000,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,30825,MINI Cooper,16000,Ontario,MINI Cooper 3 Door,2016
Toronto,43.653963,-79.387207,MINI,39474,MINI 3,16010,Ontario,MINI 3 Door Cooper,2016
Montréal,45.4972159,-73.6103642,MINI,64541,MINI Cooper,16387,Québec,MINI Cooper Hardtop 3 DOOR ,2016
Montréal,45.4972159,-73.6103642,MINI,57939,MINI Cooper,16487,Québec,MINI Cooper Hardtop 3 DOOR ,2016
Markham,43.854336,-79.326782,MINI,31968,MINI Cooper,16488,Ontario,MINI Cooper 3 Door,2016
Dieppe,46.0945258,-64.7354772,MINI,31532,MINI Cooper,16500,New Brunswick,MINI Cooper 3 Door Essential ,2016
Toronto,43.653963,-79.387207,MINI,27086,MINI 3,16760,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,70317,MINI Cooper,15888,Ontario,MINI Cooper 5 Door LEATHER HEATING SEATS,2016
Laval,45.60558895,-73.7344173056906,MINI,46359,MINI Cooper,15850,Québec,MINI Cooper Hardtop 3 DOOR NOUVEL ARRIVAGE,2016
Brossard,45.4554829,-73.4678904,MINI,62044,MINI Cooper,14998,Québec,MINI Cooper Hardtop Harman kardon ,2016
Ile-Perrot,46.050293,-71.9814568,MINI,60831,MINI Cooper,14999,Québec,MINI Cooper A,2016
Brossard,45.4554829,-73.4678904,MINI,62001,MINI Cooper,15098,Québec,MINI Cooper Hardtop 4 Freins neufs,2016
Laval,45.60558895,-73.7344173056906,MINI,72055,MINI Cooper,15250,Québec,MINI Cooper Hardtop Cooper GROUPE ESSENTIEL,2016
Winnipeg,49.884017,-97.168579,MINI,78001,MINI Cooper,14980,Manitoba,MINI Cooper Hardtop ,2016
Markham,43.854336,-79.326782,MINI,23494,MINI Cooper,15488,Ontario,MINI Cooper 3 Door ESSENTIALS PKG,2016
Tilbury,42.2607964,-82.4324989,MINI,53886,MINI Cooper,15495,Ontario,MINI Cooper Hardtop Moonroof,2016
Mississauga,43.590338,-79.645729,MINI,74218,MINI 3,13995,Ontario,MINI 3 Door Cooper PANOROOF,2016
Fonthill,43.0394019,-79.283605,MINI,75607,MINI Cooper,15499,Ontario,MINI Cooper HARDTOP,2016
Toronto,43.653963,-79.387207,MINI,53085,MINI Cooper,14500,Ontario,MINI Cooper Hardtop PANO ROOF ,2016
Laval,45.60558895,-73.7344173056906,MINI,49815,MINI Cooper,15850,Québec,MINI Cooper Hardtop 3 DOOR ACCES CONFORT,2016
Laval,45.60558895,-73.7344173056906,MINI,24294,MINI Cooper,15850,Québec,MINI Cooper Hardtop 3 DOOR Bas Kilométrage,2016
Laval,45.60558895,-73.7344173056906,MINI,60366,MINI Cooper,15850,Québec,MINI Cooper Hardtop 3 DOOR Navigation,2016
Ile-Perrot,46.050293,-71.9814568,MINI,81521,MINI Cooper,13999,Québec,MINI Cooper 5 portes Toit,2016
Laval,45.60558895,-73.7344173056906,MINI,36813,MINI Cooper,15850,Québec,MINI Cooper Hardtop 3 DOOR Bas Kilométrage,2016
Cayuga,42.952055,-79.858002,MINI,64324,MINI CLUBMAN,18595,Ontario,MINI CLUBMAN  FWD,2016
Toronto,43.653963,-79.387207,MINI,59878,MINI 3,16960,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,54955,MINI 3,16960,Ontario,MINI 3 Door Cooper,2016
Markham,43.854336,-79.326782,MINI,38705,MINI Cooper,16988,Ontario,MINI Cooper 3 Door,2016
Laval,45.60558895,-73.7344173056906,MINI,56654,MINI Cooper,16995,Québec,MINI Cooper Hardtop S CUIR,2016
La Prairie,45.4174659,-73.4891644,MINI,56654,MINI Cooper,16995,Québec,MINI Cooper Hardtop S CUIR,2016
Sainte-Julie,45.5930624,-73.3395943,MINI,56654,MINI Cooper,16995,Québec,MINI Cooper Hardtop S CUIR,2016
Trois-Rivières,46.3507999,-72.5571257,MINI,90600,MINI Cooper,16950,Québec,MINI Cooper Convertible 2dr,2016
Windsor,42.30423,-83.029861,MINI,88509,MINI Cooper,13500,Ontario,MINI Cooper 3DR HB,2016
Laval,45.60558895,-73.7344173056906,MINI,86632,MINI Cooper,17499,Québec,MINI Cooper S CUIR TOIT NAV MAGS,2016
Montréal,45.4972159,-73.6103642,MINI,59918,MINI Cooper,17547,Québec,MINI Cooper Hardtop S ,2016
Dieppe,46.0945258,-64.7354772,MINI,54593,MINI Cooper,17800,New Brunswick,MINI Cooper 3 Door,2016
Stratford,46.2189935,-63.0876534061131,MINI,88509,MINI Cooper,13500,Prince Edward Island,MINI Cooper 3DR HB,2016
Vancouver,49.2608724,-123.1139529,MINI,25561,MINI Cooper,17899,British Columbia,MINI Cooper,2016
Brossard,45.4554829,-73.4678904,MINI,19067,MINI Cooper,14998,Québec,MINI Cooper Hardtop Très bas KM ,2016
Laval,45.60558895,-73.7344173056906,MINI,39185,MINI Cooper,16950,Québec,MINI Cooper Hardtop 3 DOOR ACCES CONFORT,2016
Toronto,43.653963,-79.387207,MINI,50452,MINI 3,16910,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,78828,MINI 5,16910,Ontario,MINI 5 Door Cooper,2016
Montréal,45.4972159,-73.6103642,MINI,43167,MINI Cooper,16787,Québec,MINI Cooper Hardtop 3 DOOR ,2016
Hamilton,43.2425289,-79.9470423,MINI,53108,MINI 3,16777,Ontario,MINI 3 Door Cooper,2016
Langley,49.10647185,-122.550131156815,MINI,45303,MINI Cooper,23900,British Columbia,MINI Cooper Convertible,2017
Langley,49.10647185,-122.550131156815,MINI,58981,MINI Cooper,23900,British Columbia,MINI Cooper Convertible,2017
Brossard,45.4554829,-73.4678904,MINI,10401,MINI Cooper,26498,Québec,MINI Cooper Convertible Accès confort,2017
Brossard,45.4554829,-73.4678904,MINI,30196,MINI Cooper,26995,Québec,MINI Cooper 5 Door S ,2017
Toronto,43.653963,-79.387207,MINI,16938,MINI 5,26510,Ontario,MINI 5 Door Cooper S,2017
Montréal,45.4972159,-73.6103642,MINI,4834,MINI Cooper,25995,Québec,MINI Cooper Hardtop 3 DOOR S ,2017
Edmonton,53.535411,-113.507996,MINI,15764,MINI Clubman,31988,Alberta,MINI Clubman Cooper S ALL4 ,2017
