city,lat,long,make,mileage,model,price,province,sepc,year
Guelph,43.533783,-80.2306337,Dodge,161652,Dodge Ram,16995.0,Ontario,Dodge Ram 1500 Sport,2009
Niagara Falls,43.100983,-79.115295,Dodge,87519,Dodge Ram,16800.0,Ontario,Dodge Ram 1500 SLT,2009
Brantford,43.1554354,-80.2665916,Dodge,245330,Dodge Grand,1995.0,Ontario,Dodge Grand Caravan Base,2009
Kitchener,43.453168,-80.494423,Dodge,127124,Dodge Caliber,3300.0,Ontario,Dodge Caliber AS TRADED ,2009
Brantford,43.1554354,-80.2665916,Dodge,159132,Dodge Caliber,3300.0,Ontario,Dodge Caliber SXT,2009
Stratford,46.2189935,-63.0876534061131,Dodge,159132,Dodge Caliber,3300.0,Prince Edward Island,Dodge Caliber SXT,2009
Windsor,42.30423,-83.029861,Dodge,159132,Dodge Caliber,3300.0,Ontario,Dodge Caliber SXT,2009
Edmonton,53.535411,-113.507996,Dodge,240380,Dodge Ram,14988.0,Alberta,Dodge Ram 1500 4WD CREWCAB SPORT Accident Free,2009
Brantford,43.1554354,-80.2665916,Dodge,165158,Dodge Caliber,1995.0,Ontario,Dodge Caliber SE HATCHBACK,2009
Brantford,43.1554354,-80.2665916,Dodge,400978,Dodge Durango,1995.0,Ontario,Dodge Durango 5.7 HEMI HYBRID,2009
Surrey,49.1913033,-122.8491439,Dodge,184567,Dodge Ram,17710.0,British Columbia,Dodge Ram 1500 ,2009
Mississauga,43.590338,-79.645729,Dodge,178413,Dodge Grand,4745.0,Ontario,Dodge Grand Caravan SE - Stow & Go ,2009
Truro,45.366668,-63.300006,Dodge,116000,Dodge Challenger,9800.0,Nova Scotia,Dodge Challenger SE,2009
North York,43.7708175,-79.4132998,Dodge,289282,Dodge Ram,9800.0,Ontario,Dodge Ram 1500 SLT,2009
Charlesbourg,46.8958611,-71.2910300583245,Dodge,238046,Dodge Ram,9850.0,Québec,Dodge Ram 1500 Sport,2009
